search_term,source_website,JobId,Company,Title,Description,job_type,experience,domain,salary,PostedDate,ApplyUrl,City,State,Country
C++ developer,BuiltIn,2938155,Interclypse,GraphMT Software Engineer,"The Software Engineer at Interclypse will design, develop, test, deploy, and maintain complex software systems based on requirements. Responsibilities include working on processing intensive analytics, novel algorithm development, and real-time systems. The ideal candidate will design and implement new core functions for GraphMT platform, improve resource allocation, support discovery of instances, implement new data structures and algorithms, and integrate parallel I/O.",InPerson,3-5 Years of Experience,Hardware • Information Technology • Software • Consulting,N/A,2024-07-18,https://builtin.com/job/graphmt-software-engineer/2938155,San Antonio, TX,US
C++ developer,BuiltIn,2940664,Google,"Software Engineer III, Full Stack, Google Workspace","Software Engineer III at Google Workspace with 2 years of experience in software development, data structures, and full stack development. Responsibilities include coding, design reviews, and software testing.",InPerson,1-3 Years of Experience,AdTech • Software • Quantum Computing • Metaverse,136K-200K Annually,2024-07-18,https://builtin.com/job/software-engineer-iii-full-stack-google-workspace/2940664,Sunnyvale, CA,US
C++ developer,BuiltIn,2938498,Element 84,Software Engineer - Federal Geospatial (remote),"A software engineer is needed to support federal geospatial clients in processing, distributing, and visualizing geospatial data in the Cloud for projects with NASA, NOAA, and USGS. Responsibilities include participating in the software development lifecycle, code reviews, technology enhancement, and owning features.",Remote,5-7 Years of Experience,Information Technology • Software,95K-137K Annually,2024-07-18,https://builtin.com/job/software-engineer-federal-geospatial-remote/2938498,Alexandria, VA,US
C++ developer,BuiltIn,2938828,BILL,Staff Software Engineer (Backend) - Sync,"BILL is looking for a Staff Software Engineer to build and scale their accounting software sync solutions. The individual will be responsible for designing and implementing scalable products for the BILL business payment network. Key responsibilities include leading, scoping, designing, and implementing end-to-end software solutions for the Sync team. The role involves working on deep two-way synchronization solutions between the BILL payment platform/network and major accounting software products, with a focus on expanding product capabilities and improving user experience.",InPerson,7+ Years of Experience,Fintech • Software,175K-210K Annually,2024-07-18,https://builtin.com/job/staff-software-engineer-backend-sync/2938828,San Jose, CA,US
C++ developer,BuiltIn,2947390,BitGo,Staff Software Engineer - BitGo Prime,"BitGo is seeking a Staff Software Engineer to join their Prime Engineering team and work on building new features and applications for enterprise clients. The role involves designing and building APIs, libraries, and services for financial services, collaborating with engineering teams, and providing mentorship.",InPerson,7+ Years of Experience,Blockchain • Fintech • Financial Services • Cryptocurrency • Web3,185K-235K Annually,2024-07-18,https://builtin.com/job/staff-software-engineer-bitgo-prime/2947390,San Francisco, CA,US
C++ developer,BuiltIn,2950262,"Cox Communications, Inc.",Sr Software Engineer,"Senior Software Engineer at Cox Automotive responsible for creating tools and platforms for online car purchases, focusing on performance, security, reliability, and monitoring in a multi-tenant SaaS platform. Engages in Agile Scrum development, product roadmap planning, software monitoring, integration with internal and external systems, and API development.",InPerson,3-5 Years of Experience,Other,97K-162K Annually,2024-07-19,https://builtin.com/job/sr-software-engineer/2950262,Draper, UT,US
C++ developer,BuiltIn,2947406,BitGo,Staff Software Engineer - BitGo Prime,"BitGo is seeking a Staff Software Engineer to join their Prime Engineering team and build new features and applications for enterprise clients. The role involves designing and building APIs, owning functionality and scalability features, collaborating with engineering teams, and providing mentorship. The position is primarily remote with occasional office visits in NYC on Wednesdays.",InPerson,7+ Years of Experience,Blockchain • Fintech • Financial Services • Cryptocurrency • Web3,185K-235K Annually,2024-07-18,https://builtin.com/job/staff-software-engineer-bitgo-prime/2947406,Arena, NY,US
C++ developer,BuiltIn,2940060,Boston Dynamics,"Staff Software Engineer, Central Software","As a Staff Software Engineer on the Central Software team, you will extend, refine, and maintain software tools and technologies to empower teams to deploy software to robots, desktop, and cloud. Responsibilities include scaling build systems, integrating new compilers, fixing build issues, delivering new developer tools, participating in agile development, and mentoring peers. Required qualifications include hands-on experience with Bazel, 7+ years of experience in cross-platform codebases, expertise in C++ and Python, knowledge of compiler toolchains and CI systems, and a Bachelor's degree in Engineering or Computer Science.",InPerson,7+ Years of Experience,Robotics • Software,N/A,2024-07-18,https://builtin.com/job/staff-software-engineer-central-software/2940060,Waltham, MA,US
C++ developer,BuiltIn,2949116,Microsoft,Principal Software Engineer,"Principal Software Engineer role at Microsoft's Health and Life Sciences team focusing on creating and designing platform services for healthcare solutions. Responsibilities include collaborating with stakeholders, leading architecture discussions, owning delivery of new features, maintaining operations, and mentoring colleagues. Qualifications include a Bachelor's Degree in Computer Science and 8+ years of technical engineering experience with coding in various languages.",InPerson,7+ Years of Experience,Software • Quantum Computing • Metaverse • Infrastructure as a Service (IaaS),162K-314K Annually,2024-07-19,https://builtin.com/job/principal-software-engineer/2949116,Burlington, MA,US
C++ developer,BuiltIn,2938795,Captivation Software,Software Engineer 1,"Captivation Software is seeking a mid-level software engineer to assist with projects in the intelligence community. The ideal candidate must have a Top Secret/SCI U.S. Government security clearance and proficiency in Java, Python, C, or C++.",InPerson,1-3 Years of Experience,Software,130K-270K Annually,2024-07-18,https://builtin.com/job/software-engineer-1/2938795,Annapolis, MD,US
C++ developer,BuiltIn,2938812,Captivation Software,Software Engineer 2 - Java/Spring Boot/Docker/AWS/ElasticSearch/Git/DevOps,"Captivation Software is seeking a mid-level Software Engineer to be responsible for Full-Stack development, operational sustainment, and new function development. The candidate must have a Top Secret/SCI U.S. Government security clearance and at least 14 years of software engineering experience.",InPerson,1-3 Years of Experience,Software,130K-270K Annually,2024-07-18,https://builtin.com/job/software-engineer-2-javaspring-bootdockerawselasticsearchgitdevops/2938812,Annapolis, MD,US
C++ developer,BuiltIn,2940017,"Visa Inc,",Sr. Software  Engineer,"As a Senior Software Engineer at Visa, you will be part of the Value Added Services team to design and enhance transactional platforms. Responsibilities include working on real-time transactional services, REST services API, and high-functioning systems. This is a hybrid position with a mix of remote and office work expected.",InPerson,5-7 Years of Experience,Fintech • Information Technology • Payments,N/A,2024-07-18,https://builtin.com/job/sr-software-engineer/2940017,Austin, TX,US
C++ developer,BuiltIn,2947383,BitGo,Senior Software Engineer - BitGo Prime,"BitGo is seeking a Senior Software Engineer to join their Prime Engineering team and work on building new features and applications for enterprise clients. The role involves designing and building APIs, owning functionality and scalability features, collaborating with engineering teams, and providing mentorship. The position is primarily remote with occasional onsite meetings in NYC.",InPerson,5-7 Years of Experience,Blockchain • Fintech • Financial Services • Cryptocurrency • Web3,165K-210K Annually,2024-07-18,https://builtin.com/job/senior-software-engineer-bitgo-prime/2947383,Arena, NY,US
C++ developer,BuiltIn,2948858,Apex Systems,Application Architect V,"Design and develop code to deliver functional, non-functional, and compliance requirements. Contribute to story refinement, estimating work, defect triage, code deployment, and production release activities. Assist team with resolving technical complexities in realizing story work.",InPerson,7+ Years of Experience,Information Technology,N/A,2024-07-19,https://builtin.com/job/application-architect-v/2948858,Chicago, IL,US
C++ developer,BuiltIn,2945518,Earnin,Principal Software Engineer,"As a Principal Software Engineer at EarnIn, you will lead large-scale system redesign initiatives, provide technical leadership, mentor engineers, and drive engineering wide initiatives. You will have the opportunity to contribute to designing and developing backend services for a financial system that works for everyday people.",InPerson,7+ Years of Experience,Fintech • Payments • Financial Services,311K-380K Annually,2024-07-18,https://builtin.com/job/principal-software-engineer/2945518,Palo Alto, CA,US
C++ developer,BuiltIn,2944573,LendingTree,Senior Software Engineer,"The Senior Software Engineer will be responsible for developing and maintaining applications for Call Center products, collaborating with offshore teams, and ensuring code quality. They should have strong communication skills, experience with cloud platforms, and proficiency in C#, JavaScript, and various frameworks and databases.",InPerson,5-7 Years of Experience,Fintech,N/A,2024-07-18,https://builtin.com/job/senior-software-engineer/2944573,Denver, CO,US
C++ developer,BuiltIn,2938467,Raft,Associate Software Engineer,"As an Associate Software Engineer at Raft, you will work on building foundational software skills and contributing to various components of the infrastructure. You will collaborate with senior team members to enhance your professional growth. The position requires a Bachelor's degree in computer science or a related field, hands-on experience with programming languages, and familiarity with agile methodologies.",InPerson,1-3 Years of Experience,Artificial Intelligence • Big Data • Cloud • Cybersecurity • Defense,70K-110K Annually,2024-07-18,https://builtin.com/job/associate-software-engineer/2938467,Colorado Springs, CO,US
C++ developer,BuiltIn,2942155,Inovalon,Staff Software Development Engineer L6,Join Inovalon as a Staff Software Development Engineer L6 to empower the transformation of the healthcare ecosystem through data-driven solutions. Contribute to improving healthcare outcomes and economics by delivering innovative solutions.,InPerson,1-3 Years of Experience,Healthtech,N/A,2024-07-18,https://builtin.com/job/staff-software-development-engineer-l6/2942155,Bowie, MD,US
C++ developer,BuiltIn,2941904,Esri,Sr. Software Development Engineer - C++/AI,"Develop highly-performant analytical software using C++ to assess and improve data quality with a focus on proximity and location. Design and develop full-stack GIS applications, collaborate with cross-functional teams, and support AI capabilities in the ArcGIS platform.",InPerson,5-7 Years of Experience,Other • Software • Analytics,114K-187K Annually,2024-07-18,https://builtin.com/job/sr-software-development-engineer-cai/2941904,Redlands, CA,US
C++ developer,BuiltIn,2950522,COCC,Software Engineer I - 402,"Looking for a Software Engineer to join the Conversions team at COCC, focusing on data migrations for financial technology clients. Responsible for maintaining core processor application knowledge, becoming a subject matter expert, and improving efficiencies through programming. Full-time, hybrid schedule in Southington, CT office.",InPerson,3-5 Years of Experience,Information Technology • Consulting,70K-105K Annually,2024-07-19,https://builtin.com/job/software-engineer-i-402/2950522,Southington, CT,US
C++ developer,BuiltIn,2950033,W. R. Berkley Corporation,Sr. Software Development Engineer,"As a Sr. Software Development Engineer at Berkley Alternative Markets Tech, you will be responsible for developing and supporting a customer-centric insurance product suite. You will collaborate with a team to deliver efficient and scalable solutions within a multi-tenant architecture. Additionally, you will propose technical improvements, mentor other developers, and uphold technical standards to meet business requirements.",InPerson,5-7 Years of Experience,Insurance,N/A,2024-07-19,https://builtin.com/job/sr-software-development-engineer/2950033,Manassas, VA,US
C++ developer,BuiltIn,2937999,SpaceX,"Sr. Software Engineer, Starlink Ground Stations","As a Sr. Software Engineer on the Gateway Software Team at SpaceX, you will develop highly reliable and available software systems for Starlink's global software defined network. Responsibilities include designing fault-tolerant networks, participating in architecture reviews, developing prototypes, collaborating with engineers, and writing high-quality software for processors and microcontrollers. Preferred skills include experience in real-world software development, problem-solving, and analytical skills.",InPerson,5-7 Years of Experience,Aerospace • Other,160K-220K Annually,2024-07-18,https://builtin.com/job/sr-software-engineer-starlink-ground-stations/2937999,Redmond, WA,US
C++ developer,BuiltIn,2949139,Microsoft,Software Development Engineer II,"The Software Development Engineer II will be responsible for architecting software at various layers of the stack, contributing to product development, collaborating with cross-functional teams, and staying up to date with industry trends in cloud firmware technologies.",InPerson,3-5 Years of Experience,Software • Quantum Computing • Metaverse • Infrastructure as a Service (IaaS),98K-209K Annually,2024-07-19,https://builtin.com/job/software-development-engineer-ii/2949139,Mountain View, CA,US
C++ developer,BuiltIn,2947765,Galaxy,"Lead Software Engineer, Staking - New York","Seeking an experienced Software Engineering Technical Lead to design and build APIs, libraries, and services integrating blockchain and staking functionality into custody platforms. Responsibilities include leading development, managing a team, ensuring code quality, and staying updated on new technologies.",InPerson,7+ Years of Experience,Blockchain • Fintech • Financial Services • Cryptocurrency,185K-215K Annually,2024-07-18,https://builtin.com/job/lead-software-engineer-staking-new-york/2947765,New York, NY,US
C++ developer,BuiltIn,2940580,AVEVA,Software Developer,"AVEVA, a global leader in industrial software, is looking for a Software Developer to join their Predictive Analytics team in Chicago, IL. Responsibilities include implementing complex technical solutions and collaborating with stakeholders. The ideal candidate has a Bachelor's degree in computer science, 2-4 years of experience in software development, and proficiency in C#, .NET Core, SQL, and Angular.",InPerson,3-5 Years of Experience,Artificial Intelligence • Cloud • Internet of Things • Software,92K-154K Annually,2024-07-18,https://builtin.com/job/software-developer/2940580,Chicago, IL,US
C++ developer,BuiltIn,2940838,NICE,Senior Software Engineer,"The Senior Software Engineer at NICE will focus on server-side component design, development, testing, and implementation. They will work in a hybrid mode (2 days in the office) and contribute to the advancement of Agile practices within the organization.",InPerson,7+ Years of Experience,Cloud • Software • Analytics,N/A,2024-07-18,https://builtin.com/job/senior-software-engineer/2940838,Richardson, TX,US
C++ developer,BuiltIn,2938276,Walmart Advanced Systems & Robotics (previously known as Alert Innovation),Senior Software Engineer – Emulation,"Seeking a highly skilled Senior Software Engineer to design and implement functional software solutions for simulating Robotics Control Systems. Responsibilities include developing high-quality software, collaborating with cross-functional teams, and driving projects forward.",InPerson,7+ Years of Experience,eCommerce • Robotics • Software • Automation,N/A,2024-07-18,https://builtin.com/job/senior-software-engineer-emulation/2938276,Andover, MA,US
C++ developer,BuiltIn,2939993,L3Harris Technologies,"Associate Engineer, Software 1","Seeking an Associate Software Development Engineer to contribute to the development of embedded real-time control system software and/or application software. Responsibilities include requirements analysis, design, implementation, unit testing, and integration tasks under supervision. Requires a Bachelor's or Master's degree in Computer Science or related field with 0-2+ years of experience in software development.",InPerson,1-3 Years of Experience,Aerospace • Security • Cybersecurity,N/A,2024-07-18,https://builtin.com/job/associate-engineer-software-1/2939993,Huntsville, AL,US
C++ developer,BuiltIn,2948828,C.H. Robinson,Software Engineer II,"Software Engineer II position at C.H. Robinson, responsible for delivering key technical features, designing solutions, collaborating with product managers, and maintaining software quality and security. Required qualifications include 3+ years of Enterprise Application Development experience, knowledge of server software and REST APIs, experience in automation tools and microservices, and a growth mindset. Preferred qualifications include expertise in cloud native applications, web UI development, and a degree in Computer Science or related field.",InPerson,3-5 Years of Experience,Logistics • Transportation • 3PL: Third Party Logistics,N/A,2024-07-19,https://builtin.com/job/software-engineer-ii/2948828,Eden Prairie, MN,US
C++ developer,BuiltIn,2937968,eBay,Software Engineer 2,"Join eBay as a Software Engineer 2 in San Jose, CA. Collaborate with product and design teams to build reliable software systems and applications, ensure high availability and performance, develop and maintain data pipelines, and monitor domain ecosystems for health and reliability. Opportunity to work on innovative projects to create economic opportunities for all.",InPerson,1-3 Years of Experience,eCommerce • Retail,135K-177K Annually,2024-07-18,https://builtin.com/job/software-engineer-2/2937968,San Jose, CA,US
C++ developer,BuiltIn,2940510,BILL,"Staff Software Engineer (Backend), Rewards","As a Staff Software Engineer on the Rewards squad at BILL, you will architect new reward products, integrate reward products with diverse systems, improve system reliability, and mentor junior engineers. Requires 8+ years of software development experience, proficiency in Elixir and SQL, and expertise in building microservices with Kubernetes/AWS services.",InPerson,7+ Years of Experience,Fintech • Software,142K-171K Annually,2024-07-18,https://builtin.com/job/staff-software-engineer-backend-rewards/2940510,Draper, UT,US
C++ developer,BuiltIn,2950245,CSI,SOFTWARE ENGINEER II,"Software Engineer II responsible for coding, testing, and debugging programs in a high-level technological environment. Works independently on software development phases, provides mentorship, and troubleshoots production incidents. Requires a minimum of three years of experience in relevant technical fields with advanced skills in .NET, C#, SQL, and COBOL.",InPerson,3-5 Years of Experience,Information Technology,N/A,2024-07-19,https://builtin.com/job/software-engineer-ii/2950245,Lincoln, NE,US
C++ developer,BuiltIn,2937242,haku,Software Engineer,Collaborate with small development teams on new features and product offerings. Develop elegant solutions to complex problems with accountability. Use best practices in coding and development cycles. Requires 2-3 years of software engineering experience.,InPerson,1-3 Years of Experience,Mobile • Software,N/A,2024-07-18,https://builtin.com/job/software-engineer/2937242,Miami, FL,US
C++ developer,BuiltIn,2951199,AXS,Sr. Software Engineer (Payments),"Seeking a Sr. Software Engineer to work on consumer-facing and B2B applications, optimizing user experience and performance. Responsibilities include designing and building new features, creating services for core infrastructure, and collaborating with cross-functional teams to innovate solutions.",InPerson,5-7 Years of Experience,Events,117K-140K Annually,2024-07-19,https://builtin.com/job/sr-software-engineer-payments/2951199,Los Angeles, CA,US
C++ developer,BuiltIn,2945281,Generate:Biomedicines,"Software Engineer III, Computational Structure Determination","Seeking a software engineer with a strong scientific background to develop and implement a system for automatically determining 3D atomic structures from cryoEM images. Responsibilities include working on cloud-based cryoEM data collection and processing pipelines, integrating new algorithms, and aiding cryoEM scientists.",InPerson,3-5 Years of Experience,Biotech,N/A,2024-07-18,https://builtin.com/job/software-engineer-iii-computational-structure-determination/2945281,Somerville, MA,US
C++ developer,BuiltIn,2940541,United Airlines,Senior Developer Information Technology - ODM,"Senior Developer role at United Airlines responsible for software development, technical leadership, and mentoring. Involved in design/build phases, coding, testing, and team supervision. Focus on efficient systems and solutions to support core organizational functions.",InPerson,5-7 Years of Experience,Aerospace • Transportation • Travel • Industrial,N/A,2024-07-18,https://builtin.com/job/senior-developer-information-technology-odm/2940541,Houston, TX,US
C++ developer,BuiltIn,2944035,Paciolan,Senior Software Engineer,"Paciolan, a leading ticketing and technology solutions provider, is looking for a Senior Software Engineer to work on improving the purchase experience and developing enterprise applications for live events. Responsibilities include shipping code, collaborating with cross-functional teams, leading architecture discussions, and mentoring team members. Tech stack includes Java, Node.js, React, and more.",InPerson,7+ Years of Experience,Software • Sports,135K-155K Annually,2024-07-18,https://builtin.com/job/senior-software-engineer/2944035,Irvine, CA,US
C++ developer,BuiltIn,2950120,The Trade Desk,Senior/Staff Software Engineer – Identity,"Senior/Staff Software Engineers at The Trade Desk are responsible for designing, building, and delivering data-focused products for stakeholders. They work on petabyte-scale data challenges, large-scale distributed systems, machine learning, data processing pipelines, and data visualization.",InPerson,7+ Years of Experience,AdTech,181K-273K Annually,2024-07-19,https://builtin.com/job/seniorstaff-software-engineer-identity/2950120,Irvine, CA,US
C++ developer,BuiltIn,2938810,Captivation Software,Software Engineer 2 - AWS/Java,Captivation Software is seeking a mid-level Software Engineer to assist with daily responsibilities on the program. The ideal candidate must have a Top Secret/SCI U.S. Government security clearance and 14 years of relevant experience.,InPerson,1-3 Years of Experience,Software,130K-270K Annually,2024-07-18,https://builtin.com/job/software-engineer-2-awsjava/2938810,Annapolis, MD,US
C++ developer,BuiltIn,2938800,Captivation Software,Software Engineer 0 - JavaScript/React/Angular/Java/Linux,"Captivation Software is seeking an entry-level software engineer to assist in daily activities in the intelligence community. The candidate should have experience with full stack development, JavaScript frameworks, object-oriented languages, designing modular components, troubleshooting complex problems, and Linux. Desired skills include multimedia software creation, technical customer service, optimizing solutions, and using CI/CD pipelines. Security clearance and a technical degree are required. This is a direct-hire position with competitive benefits and salary based on experience.",InPerson,3-5 Years of Experience,Software,130K-270K Annually,2024-07-18,https://builtin.com/job/software-engineer-0-javascriptreactangularjavalinux/2938800,Annapolis, MD,US
C++ developer,BuiltIn,2949471,American Express Global Business Travel,Senior Developer,"The Senior Developer at American Express Global Business Travel in New York, NY will be responsible for hands-on software development and testing. Key tasks include transforming user stories into technical stories, developing computer applications, conducting testing, and supporting User Acceptance Testing (UAT). The role involves collaborating with agile teams, driving software development, refactoring code, and managing technical requirements in the product backlog. Bachelor's degree in Computer Science or related field and 5 years of experience in Microsoft technology stack, Global Distribution Systems APIs, Database technology, Web technology, and Cloud technology are required. Remote work from anywhere in the United States is available with a salary range of $169,229 to $170,000 per year.",InPerson,7+ Years of Experience,Fintech • Software • Travel • Business Intelligence • Consulting • App development • Big Data Analytics,169K-170K Annually,2024-07-19,https://builtin.com/job/senior-developer/2949471,New York, NY,US
C++ developer,BuiltIn,2938591,E-SPACE,Senior Embedded Software Engineer,"Design, develop, and maintain software for embedded systems, collaborate with hardware engineers, optimize software performance, troubleshoot and resolve software issues, stay updated with industry trends",InPerson,7+ Years of Experience,Other,150K-180K Annually,2024-07-18,https://builtin.com/job/senior-embedded-software-engineer/2938591,Saratoga, CA,US
C++ developer,BuiltIn,2943956,ZoomInfo,Senior Software Engineer - Backend (Search),"Join the Search team at ZoomInfo as a Senior Software Engineer. Optimize search query results, build search and discovery systems, collaborate with teams, and enhance search latency and relevancy using data systems and machine learning. Requires a Bachelor’s degree in Computer Science, 8+ years of experience, and expertise in designing complex distributed systems.",InPerson,7+ Years of Experience,Sales • Software,148K-204K Annually,2024-07-18,https://builtin.com/job/senior-software-engineer-backend-search/2943956,Waltham, MA,US
C++ developer,BuiltIn,2943150,"2U, Inc.","Software Engineer III, Canvas Learning Platform","Lead the design and implementation of new projects, write high-performance code, advocate for end user needs, proactively solve problems, drive continuous improvement in coding practices, and provide technical guidance to team members.",Remote,5-7 Years of Experience,Consumer Web • eCommerce • Edtech,140K-165K Annually,2024-07-18,https://builtin.com/job/software-engineer-iii-canvas-learning-platform/2943150,Lanham, MD,US
C++ developer,BuiltIn,2947622,Point72,Full Stack Software Engineer,"Looking for a Full Stack Software Engineer to join the firm’s Knowledge Graph Intelligence team, focusing on developing technical applications for investment operations. Must have at least 5 years of experience in full stack software engineering with proficiency in Python and Java. Responsibilities include designing and implementing applications, building data pipelines, and enhancing connectivity with data repositories.",InPerson,5-7 Years of Experience,Financial Services,155K-205K Annually,2024-07-18,https://builtin.com/job/full-stack-software-engineer/2947622,New York, NY,US
C++ developer,BuiltIn,2950118,The Trade Desk,Senior/Staff Software Engineer – Identity,"Senior/Staff Software Engineer at The Trade Desk responsible for designing, building, and delivering data-focused products at scale. Participate in all aspects of back-end infrastructure development with a focus on quality. Work on algorithmic, optimization, and scale challenges in a collaborative environment. Mentor and provide technical leadership to team members.",InPerson,7+ Years of Experience,AdTech,181K-273K Annually,2024-07-19,https://builtin.com/job/seniorstaff-software-engineer-identity/2950118,San Jose, CA,US
C++ developer,BuiltIn,2937958,Workday,Software Development Engineer,"Collaborate with innovative engineers to design the future architecture of the Workday platform, write and develop software engineering tasks, document designs for maintainability, and ensure system's performance and stability.",InPerson,5-7 Years of Experience,Cloud • Fintech • HR Tech,N/A,2024-07-18,https://builtin.com/job/software-development-engineer/2937958,Boulder, CO,US
C++ developer,BuiltIn,2947111,Twitch,Software Development Engineer,"As a Software Development Engineer at Twitch, you will work on the commerce and payments platform, impacting millions of users and creators. You'll collaborate with a diverse team to design, build, and scale solutions, mentor junior engineers, and enhance engineering processes for efficiency. This role requires strong technical skills, including data structures, algorithms, and experience with consumer-facing products and modern SRE/Devops practices.",InPerson,5-7 Years of Experience,Gaming • Music • Social Media • Sports • eSports,129K-224K Annually,2024-07-18,https://builtin.com/job/software-development-engineer/2947111,San Francisco, CA,US
C++ developer,BuiltIn,2937934,GE Healthcare,Software Engineer,"Develop custom software for healthcare imaging components, manage local database servers, automate data transfer, and execute software testing in a medical manufacturing environment.",InPerson,1-3 Years of Experience,Artificial Intelligence • Healthtech • Analytics • Biotech,N/A,2024-07-18,https://builtin.com/job/software-engineer/2937934,Waukesha, WI,US
C++ developer,BuiltIn,2937970,McKesson,Senior Software Engineer,"Develop new functionality and maintain existing functionality with a focus on efficiency. Participate in the software development lifecycle, solve complex problems, optimize performance, recommend new technologies, and build internal tools. Requires 7+ years of experience in software engineering and a 4-year degree in computer science or related field. Must have expertise in C#, ASP.NET MVC, SQL, and distributed software systems. Additional skills in design patterns, web technologies, and cloud services are preferred. Must be authorized to work in the US.",InPerson,7+ Years of Experience,Healthtech,125K-208K Annually,2024-07-18,https://builtin.com/job/senior-software-engineer/2937970,Irving, TX,US
C++ developer,BuiltIn,2940667,Google,"Senior Software Engineer, Google Ads","Senior Software Engineer at Google Ads responsible for developing next-generation technologies, managing project priorities, and enhancing software solutions. Requires 5 years of software development experience and expertise in Java, Python, and C++. US base salary range $161,000-$239,000.",InPerson,5-7 Years of Experience,AdTech • Software • Quantum Computing • Metaverse,161K-239K Annually,2024-07-18,https://builtin.com/job/senior-software-engineer-google-ads/2940667,Mountain View, CA,US
C++ developer,BuiltIn,2945328,Carvana,Software Engineer,"Carvana is seeking a Software Engineer to join their Marketplace team responsible for creating innovative solutions for customers. The role involves developing back-end solutions using C# / dotNetCore stacks, working with cloud services, data storage, and fostering a collaborative team environment.",InPerson,3-5 Years of Experience,Automotive • Computer Vision • eCommerce • Virtual Reality,N/A,2024-07-18,https://builtin.com/job/software-engineer/2945328,Carmel, IN,US
C++ developer,BuiltIn,2948342,Microstrategy,Principal Software Engineer,"Research, design, and develop customized decision support software applications and systems utilizing various programming languages and web technologies. Enhance and modify software products to improve business functions.",InPerson,7+ Years of Experience,Analytics • Business Intelligence,N/A,2024-07-18,https://builtin.com/job/principal-software-engineer/2948342,Tyson's Corner, VA,US
C++ developer,BuiltIn,2948568,EPMA,Devops -Lead Software Developer,"Lead software developer responsible for discovery, requirements gathering, developing high-performance solutions, and managing core technology upgrades. Project management and resolving technical issues. Coordinating with development teams for platform and application roadmap deliverables. Liaising with architects for detailed design.",InPerson,5-7 Years of Experience,Information Technology • Other • Professional Services • Consulting,N/A,2024-07-19,https://builtin.com/job/devops-lead-software-developer/2948568,Atlanta, GA,US
C++ developer,BuiltIn,2938786,Captivation Software,Software Engineer 3 - Linux/Bash/Python/Java/Spring/SQL,"Captivation Software is seeking a senior level Software Engineer responsible for developing and troubleshooting GHOSTGEM's software suite. The role involves implementation, testing, and integration with other products and libraries. Must have a Top Secret/SCI U.S. Government security clearance.",InPerson,3-5 Years of Experience,Software,130K-270K Annually,2024-07-18,https://builtin.com/job/software-engineer-3-linuxbashpythonjavaspringsql/2938786,Annapolis, MD,US
C++ developer,BuiltIn,2937528,Angi,Senior Software Engineer,"Senior Software Engineer role at Angi® with 7+ years of experience. Responsible for developing high-quality features, collaborating with teams, ensuring code quality and performance, and leading discussions. Requires strong software engineering skills and experience in enterprise-level development. Proficiency in Java, Ruby, Scala, and JavaScript.","Remote, Hybrid",7+ Years of Experience,Consumer Web • Other,140K-210K Annually,2024-07-18,https://builtin.com/job/senior-software-engineer/2937528,New York, NY,US
C++ developer,BuiltIn,2948890,Apex Systems,Embedded Software Engineer II,"Responsible for analyzing, designing, modifying, developing, testing, and implementing software programming for user applications. Includes writing code for graphical user interfaces and firmware for embedded processes. Collaborates with users and follows software development lifecycle guidelines. Requires a Bachelor's degree in computer science or a related field and 2-4 years of experience.",InPerson,3-5 Years of Experience,Information Technology,N/A,2024-07-19,https://builtin.com/job/embedded-software-engineer-ii/2948890,Knoxville, TN,US
C++ developer,BuiltIn,2948106,Scout Motors Inc.,"Senior Staff Software Engineer, Embedded","Design and implement flexible, maintainable, and performant QNX or Linux-based C/C++ apps, services, frameworks, and SDKs. Deliver new features, enhancements, and bug fixes at a high velocity. Provide technical leadership within the engineering organization.",InPerson,7+ Years of Experience,Manufacturing,220K-240K Annually,2024-07-18,https://builtin.com/job/senior-staff-software-engineer-embedded/2948106,Fremont, CA,US
C++ developer,BuiltIn,2949881,L3Harris Technologies,"Software Engineer Level D (Colorado Spring, CO)","Apply computer science, engineering, and mathematical analysis concepts to develop software for the target application. Support all phases of the software development life cycle and participate in peer reviews. Utilize various software languages and platforms for real-time control of tactical radio equipment.",InPerson,3-5 Years of Experience,Aerospace • Security • Cybersecurity,N/A,2024-07-19,https://builtin.com/job/software-engineer-level-d-colorado-spring-co/2949881,Clifton, NJ,US
C++ developer,BuiltIn,2949610,INRIX,Software Development Engineer,"Design and implement transportation-oriented applications utilizing AI to improve the transportation experience. Develop real-time traffic information applications, analyze traffic data, and build full-stack components. Debug and optimize code for performance enhancements.",InPerson,3-5 Years of Experience,Big Data • Information Technology • Mobile • Transportation • Analytics,150K-190K Annually,2024-07-19,https://builtin.com/job/software-development-engineer/2949610,Kirkland, WA,US
C++ developer,BuiltIn,2943450,EverQuote,Senior Engineer II,"Senior Software Engineer II role at EverQuote responsible for delivering architecture improvements and building platforms for insurance shoppers, providers, partners, and internal users. Core contributor to Calls Engineering team and involved in system design, development, and customer relationship management. Requires experience in GoLang, Java, microservices, Docker, Kubernetes, and passion for non-functionals like observability, testing, performance, and security.",Hybrid,5-7 Years of Experience,eCommerce • Insurance,N/A,2024-07-18,https://builtin.com/job/senior-engineer-ii/2943450,Cambridge, MA,US
